sample,fair bound,depth,acc_tr_pre,disc_tr_pre,acc_te_pre,disc_te_pre,train acc,sp train pred,test acc,sp test pred
2,0.24,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.24,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.24,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.25,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.25,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.25,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.26,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.26,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.26,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.27,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.27,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.27,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.28,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.28,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.28,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.29,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.29,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.29,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.3,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.3,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.3,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.31,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.31,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.31,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.32,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.32,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.32,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.33,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.33,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.33,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.34,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.34,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.34,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.35,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.35,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.35,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.36,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.36,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.36,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.37,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.37,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.37,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.38,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
2,0.38,2,82.08,-0.031825,81.684,-0.0089077,82.08,-0.031825,81.684,-0.0089077
2,0.38,3,82.58,-0.044345,81.792,-0.013538,82.58,-0.044345,81.792,-0.013538
2,0.39,1,81.5,-0.030888,81.24,-0.0043758,81.5,-0.030888,81.24,-0.0043758
