approach,data,sample,fair type,fair bound,nrow,calibration_mode,depth,lambda,time limit,status,obj val,train acc,gap,node count,solving time,test acc,cal acc,sp train data,sp train pred,sp test data,sp test pred,sp cal data,sp cal pred
FlowOCT,compas_train_calibration_1.csv,1,SP,0.26,3086,1,3,0,10800,9,2082,0.674659754,48.17483189,179,10804.56085,0.683527886,0.678756477,0.098347426,0.190841997,0.095327996,0.185700239,0.097800391,0.188363289
FlowOCT,compas_train_calibration_1.csv,1,SP,0.27,3086,1,3,0,10800,9,2073,0.671743357,48.7698987,734,10801.46405,0.681582361,0.674222798,0.098347426,0.190225291,0.095327996,0.185638432,0.097800391,0.190122752
FlowOCT,compas_train_calibration_1.csv,1,SP,0.28,3086,1,3,0,10800,9,2075,0.672391445,48.6746988,584,10802.05406,0.680933852,0.669041451,0.098347426,0.152309372,0.095327996,0.136434893,0.097800391,0.13701048
FlowOCT,compas_train_calibration_1.csv,1,SP,0.29,3086,1,3,0,10800,9,2093,0.678224238,47.39608218,906,10800.28872,0.678339818,0.681994819,0.098347426,0.172953803,0.095327996,0.169102402,0.097800391,0.177632991
FlowOCT,compas_train_calibration_1.csv,1,SP,0.2,3086,1,3,0,10800,9,2097,0.679520415,47.11492608,2247,10800.5692,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.31,3086,1,3,0,10800,9,2097,0.679520415,46.97186457,3124,10800.57246,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.32,3086,1,3,0,10800,9,2070,0.670771225,49.03381643,550,10800.90736,0.680933852,0.681994819,0.098347426,0.147869,0.095327996,0.162168844,0.097800391,0.151395909
FlowOCT,compas_train_calibration_1.csv,1,SP,0.33,3086,1,3,0,10800,9,2096,0.679196371,47.1851145,1556,10800.28537,0.685473411,0.685880829,0.098347426,0.185802687,0.095327996,0.177097907,0.097800391,0.198265166
FlowOCT,compas_train_calibration_1.csv,1,SP,0.34,3086,1,3,0,10800,9,2089,0.676928062,47.67831498,2271,10800.36444,0.677042802,0.680051813,0.098347426,0.169461166,0.095327996,0.177215901,0.097800391,0.183739801
FlowOCT,compas_train_calibration_1.csv,1,SP,0.35,3086,1,3,0,10800,9,2097,0.679520415,46.97186457,2070,10801.20255,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.36,3086,1,3,0,10800,9,2089,0.676928062,47.58257539,4958,10800.35975,0.683527886,0.680051813,0.098347426,0.187171221,0.095327996,0.18195814,0.097800391,0.1903821
FlowOCT,compas_train_calibration_1.csv,1,SP,0.37,3086,1,3,0,10800,9,2097,0.679520415,47.11492608,1353,10800.33104,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.38,3086,1,3,0,10800,9,2097,0.679520415,47.06723891,1062,10800.88606,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.39,3086,1,3,0,10800,9,2097,0.679520415,47.06723891,1532,10800.67412,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.3,3086,1,3,0,10800,9,2075,0.672391445,48.6746988,4115,10800.41513,0.680933852,0.669041451,0.098347426,0.152309372,0.095327996,0.136434893,0.097800391,0.13701048
FlowOCT,compas_train_calibration_1.csv,1,SP,0.41,3086,1,3,0,10800,9,2097,0.679520415,47.06723891,4778,10802.70689,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.42,3086,1,3,0,10800,9,2093,0.678224238,47.39608218,757,10801.99832,0.681582361,0.686528497,0.098347426,0.182948263,0.095327996,0.178570024,0.097800391,0.179444696
FlowOCT,compas_train_calibration_1.csv,1,SP,0.43,3086,1,3,0,10800,9,2097,0.679520415,47.11492608,3084,10801.41949,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.44,3086,1,3,0,10800,9,2081,0.67433571,48.24603556,4438,10801.27659,0.667963684,0.675518135,0.098347426,0.162012077,0.095327996,0.157696306,0.097800391,0.163714015
