sample,fair bound,depth,acc_tr_pre,disc_tr_pre,acc_te_pre,disc_te_pre,train acc,sp train pred,test acc,sp test pred
5,0.55,1,66.667,0.16544,62.651,0.2256,66.667,0.16544,62.651,0.2256
5,0.55,2,67.718,0.18214,62.651,0.24936,67.718,0.18214,62.651,0.24936
5,0.55,3,70.27,0.26615,67.068,0.19058,70.27,0.26615,67.068,0.19058
5,0.6,1,66.667,0.16544,62.651,0.2256,66.667,0.16544,62.651,0.2256
5,0.6,2,67.718,0.18214,62.651,0.24936,67.718,0.18214,62.651,0.24936
5,0.6,3,70.27,0.26615,67.068,0.19058,70.27,0.26615,67.068,0.19058
5,0.65,1,66.667,0.16544,62.651,0.2256,66.667,0.16544,62.651,0.2256
5,0.65,2,67.718,0.18214,62.651,0.24936,67.718,0.18214,62.651,0.24936
5,0.65,3,70.27,0.26615,67.068,0.19058,70.27,0.26615,67.068,0.19058
5,0.7,1,66.667,0.16544,62.651,0.2256,66.667,0.16544,62.651,0.2256
5,0.7,2,67.718,0.18214,62.651,0.24936,67.718,0.18214,62.651,0.24936
5,0.7,3,70.27,0.26615,67.068,0.19058,70.27,0.26615,67.068,0.19058
5,0.75,1,66.667,0.16544,62.651,0.2256,66.667,0.16544,62.651,0.2256
5,0.75,2,67.718,0.18214,62.651,0.24936,67.718,0.18214,62.651,0.24936
5,0.75,3,70.27,0.26615,67.068,0.19058,70.27,0.26615,67.068,0.19058
5,0.8,1,66.667,0.16544,62.651,0.2256,66.667,0.16544,62.651,0.2256
5,0.8,2,67.718,0.18214,62.651,0.24936,67.718,0.18214,62.651,0.24936
5,0.8,3,70.27,0.26615,67.068,0.19058,70.27,0.26615,67.068,0.19058
5,0.85,1,66.667,0.16544,62.651,0.2256,66.667,0.16544,62.651,0.2256
5,0.85,2,67.718,0.18214,62.651,0.24936,67.718,0.18214,62.651,0.24936
5,0.85,3,70.27,0.26615,67.068,0.19058,70.27,0.26615,67.068,0.19058
5,0.9,1,66.667,0.16544,62.651,0.2256,66.667,0.16544,62.651,0.2256
5,0.9,2,67.718,0.18214,62.651,0.24936,67.718,0.18214,62.651,0.24936
5,0.9,3,70.27,0.26615,67.068,0.19058,70.27,0.26615,67.068,0.19058
